Activity ID	(New)	Activity Name	Duration	Start	Finish
              1SES201ICI10110A	1	Instrument Data Sheet for Vortex Flowmeter_IFR	21	26-Jun-23	24-Jul-23
              1SES201ICI10110B	1	Instrument Data Sheet for Vortex Flowmeter_PCT Review	10	25-Jul-23	07-Aug-23
              1SES201ICI10110F	1	Instrument Data Sheet for Vortex Flowmeter_IFC	20	08-Aug-23	05-Sep-23
              1SES201ICI10115A	1	Instrument Data Sheet for Coriolis Flowmeter_IFR	21	26-Jun-23	24-Jul-23
              1SES201ICI10115B	1	Instrument Data Sheet for Coriolis Flowmeter_PCT Review	10	25-Jul-23	07-Aug-23
              1SES201ICI10115F	1	Instrument Data Sheet for Coriolis Flowmeter_IFC	20	08-Aug-23	05-Sep-23
              1SES201ICI10120A	1	Instrument Data Sheet for Radar / GWR type Level Transmitter_IFR	21	26-Jun-23	24-Jul-23
              1SES201ICI10120B	1	Instrument Data Sheet for Radar / GWR type Level Transmitter_PCT Review	10	25-Jul-23	07-Aug-23
              1SES201ICI10120F	1	Instrument Data Sheet for Radar / GWR type Level Transmitter_IFC	20	08-Aug-23	05-Sep-23
              1SES201ICI10125A	1	Instrument Data Sheet for Capacitance type Level Transmitter_IFR	21	26-Jun-23	24-Jul-23
              1SES201ICI10125B	1	Instrument Data Sheet for Capacitance type Level Transmitter_PCT Review	10	25-Jul-23	07-Aug-23
              1SES201ICI10125F	1	Instrument Data Sheet for Capacitance type Level Transmitter_IFC	20	08-Aug-23	05-Sep-23
              1SES201ICI10130A	1	Instrument Data Sheet for Ultrasonic Level Switch_IFR	21	26-Jun-23	24-Jul-23
              1SES201ICI10130B	1	Instrument Data Sheet for Ultrasonic Level Switch_PCT Review	10	25-Jul-23	07-Aug-23
              1SES201ICI10130F	1	Instrument Data Sheet for Ultrasonic Level Switch_IFC	20	08-Aug-23	05-Sep-23
              1SES201ICI10135A	1	Instrument Data Sheet for Magnetic type Level Gauge_IFR	21	26-Jun-23	24-Jul-23
              1SES201ICI10135B	1	Instrument Data Sheet for Magnetic type Level Gauge_PCT Review	10	25-Jul-23	07-Aug-23
              1SES201ICI10135F	1	Instrument Data Sheet for Magnetic type Level Gauge_IFC	20	08-Aug-23	05-Sep-23
              1SES201ICI10140A	1	Instrument Data Sheet for Sight Glass_IFR	21	26-Jun-23	24-Jul-23
              1SES201ICI10140B	1	Instrument Data Sheet for Sight Glass_PCT Review	10	25-Jul-23	07-Aug-23
              1SES201ICI10140F	1	Instrument Data Sheet for Sight Glass_IFC	20	08-Aug-23	05-Sep-23
              1SES201ICI10145A	1	Instrument Data Sheet for Multi-T/C_IFR	21	26-Jun-23	24-Jul-23
              1SES201ICI10145B	1	Instrument Data Sheet for Multi-T/C_PCT Review	10	25-Jul-23	07-Aug-23
              1SES201ICI10145F	1	Instrument Data Sheet for Multi-T/C_IFC	20	08-Aug-23	05-Sep-23
              1SES201ICI10150A	1	Instrument Data Sheet for Temperature Element_IFR	21	26-Jun-23	24-Jul-23
              1SES201ICI10150B	1	Instrument Data Sheet for Temperature Element_PCT Review	10	25-Jul-23	07-Aug-23
              1SES201ICI10150F	1	Instrument Data Sheet for Temperature Element_IFC	20	08-Aug-23	05-Sep-23
              1SES201ICI10155A	1	Instrument Data Sheet for Flow Element - Orifice_IFR	21	26-Jun-23	24-Jul-23
              1SES201ICI10155B	1	Instrument Data Sheet for Flow Element - Orifice_PCT Review	10	25-Jul-23	07-Aug-23
              1SES201ICI10155F	1	Instrument Data Sheet for Flow Element - Orifice_IFC	20	08-Aug-23	05-Sep-23
              1SES201ICI10160A	1	Instrument Data Sheet for Flow Element - Venturi_IFR	21	26-Jun-23	24-Jul-23
              1SES201ICI10160B	1	Instrument Data Sheet for Flow Element - Venturi_PCT Review	10	25-Jul-23	07-Aug-23
              1SES201ICI10160F	1	Instrument Data Sheet for Flow Element - Venturi_IFC	20	08-Aug-23	05-Sep-23
              1SES201ICI10165A	1	Instrument Data Sheet for Flow Element - Wedge_IFR	21	26-Jun-23	24-Jul-23
              1SES201ICI10165B	1	Instrument Data Sheet for Flow Element - Wedge_PCT Review	10	25-Jul-23	07-Aug-23
              1SES201ICI10165F	1	Instrument Data Sheet for Flow Element - Wedge_IFC	20	08-Aug-23	05-Sep-23
              1SES201ICI10170A	1	Instrument Data Sheet for Flow Element - Flow nozzle_IFR	21	26-Jun-23	24-Jul-23
              1SES201ICI10170B	1	Instrument Data Sheet for Flow Element - Flow nozzle_PCT Review	10	25-Jul-23	07-Aug-23
              1SES201ICI10170F	1	Instrument Data Sheet for Flow Element - Flow nozzle_IFC	20	08-Aug-23	05-Sep-23
              1SES201ICI10175A	1	Instrument Data Sheet for Rotameter_IFR	21	26-Jun-23	24-Jul-23
              1SES201ICI10175B	1	Instrument Data Sheet for Rotameter_PCT Review	10	25-Jul-23	07-Aug-23
              1SES201ICI10175F	1	Instrument Data Sheet for Rotameter_IFC	20	08-Aug-23	05-Sep-23
              1SES201ICI10180A	1	Instrument Data Sheet for Pressure / Diff. Pressure Transmitter_IFR	21	26-Jun-23	24-Jul-23
              1SES201ICI10180B	1	Instrument Data Sheet for Pressure / Diff. Pressure Transmitter_PCT Review	10	25-Jul-23	07-Aug-23
              1SES201ICI10180F	1	Instrument Data Sheet for Pressure / Diff. Pressure Transmitter_IFC	20	08-Aug-23	05-Sep-23
              1SES201ICI10185A	1	Instrument Data Sheet for Temperature Transmitter_IFR	21	26-Jun-23	24-Jul-23
              1SES201ICI10185B	1	Instrument Data Sheet for Temperature Transmitter_PCT Review	10	25-Jul-23	07-Aug-23
              1SES201ICI10185F	1	Instrument Data Sheet for Temperature Transmitter_IFC	20	08-Aug-23	05-Sep-23
              1SES201ICI10190A	1	Instrument Data Sheet for Pressure / Diff. Pressure Gauge_IFR	21	26-Jun-23	24-Jul-23
              1SES201ICI10190B	1	Instrument Data Sheet for Pressure / Diff. Pressure Gauge_PCT Review	10	25-Jul-23	07-Aug-23
              1SES201ICI10190F	1	Instrument Data Sheet for Pressure / Diff. Pressure Gauge_IFC	20	08-Aug-23	05-Sep-23
              1SES201ICI10195A	1	Instrument Data Sheet for Temperature Gauge / Test Well_IFR	21	26-Jun-23	24-Jul-23
              1SES201ICI10195B	1	Instrument Data Sheet for Temperature Gauge / Test Well_PCT Review	10	25-Jul-23	07-Aug-23
              1SES201ICI10195F	1	Instrument Data Sheet for Temperature Gauge / Test Well_IFC	20	08-Aug-23	05-Sep-23
            Layout of Instrument Main Cable Way (Duct)			156	17-Jul-23	04-Mar-24
              1SES201ICI50005A	1	Layout of Instrument Main Cable Way (Duct)_IFR	40	17-Jul-23	11-Sep-23
              1SES201ICI50005B	1	Layout of Instrument Main Cable Way (Duct)_PCT Review	10	12-Sep-23	25-Sep-23
              1SES201ICI50005F	1	Layout of Instrument Main Cable Way (Duct)_IFC	30	18-Jan-24	04-Mar-24
            Control System Architecture Drawing			191	10-Mar-23	14-Dec-23
              1SES201ICI35010A	1	Control System Drawing for Building _IFA	10	10-Mar-23	23-Mar-23
              1SES201ICI35010B	1	Control System Drawing for Building _PCT Approval	10	24-Mar-23	06-Apr-23
              1SES201ICI35010F	1	Control System Drawing for Building _IFC	80	21-Aug-23	14-Dec-23
            Instrument Index			239	22-May-23	09-May-24
              1SES201ICI65015A	1	Instrument Index_IFR	40	22-May-23	18-Jul-23
              1SES201ICI65015B	1	Instrument Index_PCT Review	10	19-Jul-23	01-Aug-23
              1SES201ICI65015F	1	Instrument Index_IFC	40	12-Mar-24	09-May-24
            Layout of Instrument Panel in Remote Rack Room			130	21-Aug-23	28-Feb-24
              1SES201ICI35015A	1	Layout of Remote Rack Room_IFA	40	21-Aug-23	19-Oct-23
              1SES201ICI35015B	1	Layout of Remote Rack Room_PCT Approval	10	20-Oct-23	02-Nov-23
              1SES201ICI35015F	1	Layout of Remote Rack Room_IFC	40	03-Nov-23	29-Dec-23
              1SES201ICI45010A	1	Layout of Instrument Cable Tray in Remote Rack Room_IFR	40	20-Oct-23	14-Dec-23
              1SES201ICI45010B	1	Layout of Instrument Cable Tray in Remote Rack Room_PCT Review	10	15-Dec-23	29-Dec-23
              1SES201ICI45010F	1	Layout of Instrument Cable Tray in Remote Rack Room_IFC	40	02-Jan-24	28-Feb-24
            SIL Verification Report			90	12-Jan-24	27-May-24
              1SES201ICI65005A	1	SIL Verification Report_IFR	40	12-Jan-24	12-Mar-24
              1SES201ICI65005B	1	SIL Verification Report_PCT Review	10	13-Mar-24	26-Mar-24
              1SES201ICI65005F	1	SIL Verification Report_IFC	40	27-Mar-24	27-May-24
            Nozzle Arrangement Drawing			134	13-Dec-23	01-Jul-24
              1SES201ICI70005A	1	Nozzle Arrangement Drawing_IFR	30	13-Dec-23	25-Jan-24
              1SES201ICI70005B	1	Nozzle Arrangement Drawing_PCT Review	10	26-Jan-24	08-Feb-24
              1SES201ICI70005F	1	Nozzle Arrangement Drawing_IFC	30	20-May-24	01-Jul-24
            Safety Requirement Specification			70	13-Mar-24	25-Jun-24
              1SES201ICI65010A	1	Safety Requirement Specification_IFR	30	13-Mar-24	24-Apr-24
              1SES201ICI65010B	1	Safety Requirement Specification_PCT Review	10	25-Apr-24	10-May-24
              1SES201ICI65010F	1	Safety Requirement Specification_IFC	30	13-May-24	25-Jun-24
            Instrument Hook Up			110	18-Jan-24	01-Jul-24
              1SES201ICI60005A	1	Instrument Hook Up Drawing_IFR	40	18-Jan-24	18-Mar-24
              1SES201ICI60005B	1	Instrument Hook Up Drawing_PCT Review	10	19-Mar-24	01-Apr-24
              1SES201ICI60005F	1	Instrument Hook Up Drawing_IFC	30	20-May-24	01-Jul-24
            Instrument Location Plan			110	18-Jan-24	01-Jul-24
              1SES201ICI35005A	1	Instrument Location Plan_IFR	40	18-Jan-24	18-Mar-24
              1SES201ICI35005B	1	Instrument Location Plan_PCT Review	10	19-Mar-24	01-Apr-24
              1SES201ICI35005F	1	Instrument Location Plan_IFC	30	20-May-24	01-Jul-24
            Layout of Instrument Wiring			100	19-Mar-24	12-Aug-24
              1SES201ICI50015A	1	Layout of Instrumet Wiring (Signal)_IFR	40	19-Mar-24	17-May-24
              1SES201ICI50015B	1	Layout of Instrumet Wiring (Signal)_PCT Review	10	20-May-24	31-May-24
              1SES201ICI50015F	1	Layout of Instrumet Wiring (Signal)_IFC	30	02-Jul-24	12-Aug-24
              1SES201ICI50020A	1	Layout of Instrumet Wiring (Alarm & Interlock)_IFR	40	19-Mar-24	17-May-24
              1SES201ICI50020B	1	Layout of Instrumet Wiring (Alarm & Interlock)_PCT Review	10	20-May-24	31-May-24
              1SES201ICI50020F	1	Layout of Instrumet Wiring (Alarm & Interlock)_IFC	30	02-Jul-24	12-Aug-24
              1SES201ICI50025A	1	Layout of Instrumet Wiring (Temp.)_IFR	30	19-Mar-24	30-Apr-24
              1SES201ICI50025B	1	Layout of Instrumet Wiring (Temp.)_PCT Review	10	02-May-24	17-May-24
              1SES201ICI50025F	1	Layout of Instrumet Wiring (Temp.)_IFC	20	02-Jul-24	29-Jul-24
            Layout of Gas Detector Wiring			70	18-Jul-24	31-Oct-24
              1SES201ICI30005A	1	Layout of Instrument Wiring (Gas Detector)_IFR	30	18-Jul-24	29-Aug-24
              1SES201ICI30005B	1	Layout of Instrument Wiring (Gas Detector)_PCT Review	10	30-Aug-24	12-Sep-24
              1SES201ICI30005F	1	Layout of Instrument Wiring (Gas Detector)_IFC	30	13-Sep-24	31-Oct-24
            Layout of Instrument Power Cable			90	19-Mar-24	29-Jul-24
              1SES201ICI45005A	1	Layout of Instrument Power Cable_IFR	30	19-Mar-24	30-Apr-24
              1SES201ICI45005B	1	Layout of Instrument Power Cable_PCT Review	10	02-May-24	17-May-24
              1SES201ICI45005F	1	Layout of Instrument Power Cable_IFC	20	02-Jul-24	29-Jul-24
            Layout of Instrument Main Cable			80	20-May-24	10-Sep-24
              1SES201ICI50010A	1	Layout of Instrument Main Cable_IFR	30	20-May-24	01-Jul-24
              1SES201ICI50010B	1	Layout of Instrument Main Cable_PCT Review	10	02-Jul-24	15-Jul-24
              1SES201ICI50010F	1	Layout of Instrument Main Cable_IFC	20	13-Aug-24	10-Sep-24
            Instrument Wiring and Tubing Connection List			160	18-Jan-24	10-Sep-24
              1SES201ICI50030A	1	Instrument Wiring and Tubing Connection List_IFR	30	20-May-24	01-Jul-24
              1SES201ICI50030B	1	Instrument Wiring and Tubing Connection List_PCT Review	10	02-Jul-24	15-Jul-24
              1SES201ICI50030F	1	Instrument Wiring and Tubing Connection List_IFC	20	13-Aug-24	10-Sep-24
              1SES201ICI50035A	1	Instrument Wiring & Tubing Connection Detail_IFA	40	18-Jan-24	18-Mar-24
              1SES201ICI50035B	1	Instrument Wiring & Tubing Connection Detail_PCT Approval	10	19-Mar-24	01-Apr-24
              1SES201ICI50035F	1	Instrument Wiring & Tubing Connection Detail_IFC	30	20-May-24	01-Jul-24
            Layout of Instrument Air Piping			222	18-Jan-24	12-Dec-24
              1SES201ICI40005A	1	Layout of Utility Piping for Instrument_IFR	50	02-Jul-24	10-Sep-24
              1SES201ICI40005B	1	Layout of Utility Piping for Instrument_PCT Review	10	11-Sep-24	27-Sep-24
              1SES201ICI40005F	1	Layout of Utility Piping for Instrument_IFC	30	01-Nov-24	12-Dec-24
              1SES201ICI40010A	1	Layout of Instrument Air Piping_IFR	40	18-Jan-24	18-Mar-24
              1SES201ICI40010B	1	Layout of Instrument Air Piping_PCT Review	10	19-Mar-24	01-Apr-24
              1SES201ICI40010F	1	Layout of Instrument Air Piping_IFC	30	20-May-24	01-Jul-24
            Alarm & Trip Set Point List			247	14-Jul-23	15-Jul-24
              1SES201ICI25005A	1	Alarm & Trip Set Point List_IFR	40	14-Jul-23	08-Sep-23
              1SES201ICI25005B	1	Alarm & Trip Set Point List_PCT Review	10	11-Sep-23	22-Sep-23
              1SES201ICI25005F	1	Alarm & Trip Set Point List_IFC	40	20-May-24	15-Jul-24
            Material List for Instrument Installation			60	02-Jul-24	27-Sep-24
              1SES201ICI20005A	1	Material List for Instrument Installation_IFR	30	02-Jul-24	12-Aug-24
              1SES201ICI20005B	1	Material List for Instrument Installation_PCT Review	10	13-Aug-24	27-Aug-24
              1SES201ICI20005F	1	Material List for Instrument Installation_IFC	20	28-Aug-24	27-Sep-24
            Instrument Loop Diagram			80	21-Nov-24	20-Mar-25
              1SES201ICI55005A	1	Instrument Loop Diagram_IFR	40	21-Nov-24	20-Jan-25
              1SES201ICI55005B	1	Instrument Loop Diagram_PCT Review	10	20-Jan-25	05-Feb-25
              1SES201ICI55005F	1	Instrument Loop Diagram_IFC	30	06-Feb-25	20-Mar-25
              1SES201ICI55010A	1	Instrument Logic Diagram_IFA	40	21-Nov-24	17-Jan-25
              1SES201ICI55010B	1	Instrument Logic Diagram_PCT Approval	10	20-Jan-25	05-Feb-25
              1SES201ICI55010F	1	Instrument Logic Diagram_IFC	30	06-Feb-25	20-Mar-25
            Classified Summary for Instrument Cable			80	02-Jul-24	29-Oct-24
              1SES201ICI70010A	1	Classified Summary for Instrument Cable_IFR	30	02-Jul-24	12-Aug-24
              1SES201ICI70010B	1	Classified Summary for Instrument Cable_PCT Review	10	13-Aug-24	27-Aug-24
              1SES201ICI70010F	1	Classified Summary for Instrument Cable_IFC	30	11-Sep-24	29-Oct-24
          Utilities & Offsite Common			499	10-Mar-23	20-Mar-25
            Instrument Key Plan			154	01-Jun-23	12-Jan-24
              1UES202ICI15005A	1	Key Plan for Instrument Location Plan - UTOS_IFR	30	01-Jun-23	13-Jul-23
              1UES202ICI15005B	1	Key Plan for Instrument Location Plan - UTOS_PCT Review	10	14-Jul-23	27-Jul-23
              1UES202ICI15005F	1	Key Plan for Instrument Location Plan - UTOS_IFC	114	28-Jul-23	12-Jan-24
            Instrument Data Sheet Sheet			206	22-May-23	20-Mar-24
              1UES202ICI10005A	1	Instrument Data Sheet Sheet for Analyzer - UTOS_IFR	21	03-Jul-23	31-Jul-23
              1UES202ICI10005B	1	Instrument Data Sheet Sheet for Analyzer - UTOS_PCT Review	10	01-Aug-23	14-Aug-23
              1UES202ICI10005F	1	Instrument Data Sheet Sheet for Analyzer - UTOS_IFC	120	16-Aug-23	07-Feb-24
              1UES202ICI10010A	1	Instrument Data Sheet Sheet for Gas Detector and Alarm Device - UTOS_IFR	20	22-May-23	20-Jun-23
              1UES202ICI10010B	1	Instrument Data Sheet Sheet for Gas Detector and Alarm Device - UTOS_PCT Review	10	21-Jun-23	04-Jul-23
              1UES202ICI10010F	1	Instrument Data Sheet Sheet for Gas Detector and Alarm Device - UTOS_IFC	129	05-Jul-23	10-Jan-24
              1UES202ICI10015A	1	Instrument Data Sheet Sheet for Corrosion Monitoring System - UTOS_IFR	21	03-Jul-23	31-Jul-23
              1UES202ICI10015B	1	Instrument Data Sheet Sheet for Corrosion Monitoring System - UTOS_PCT Review	10	01-Aug-23	14-Aug-23
              1UES202ICI10015F	1	Instrument Data Sheet Sheet for Corrosion Monitoring System - UTOS_IFC	20	16-Aug-23	12-Sep-23
              1UES202ICI10020A	1	Instrument Data Sheet Sheet for Custody Raw Water Metering Skid - UTOS_IFR	21	03-Jul-23	31-Jul-23
              1UES202ICI10020B	1	Instrument Data Sheet Sheet for Custody Raw Water Metering Skid - UTOS_PCT Review	10	01-Aug-23	14-Aug-23
              1UES202ICI10020F	1	Instrument Data Sheet Sheet for Custody Raw Water Metering Skid - UTOS_IFC	20	16-Aug-23	12-Sep-23
              1UES202ICI10025A	1	Instrument Data Sheet Sheet for LDAR - UTOS_IFR	21	03-Jul-23	31-Jul-23
              1UES202ICI10025B	1	Instrument Data Sheet Sheet for LDAR - UTOS_PCT Review	10	01-Aug-23	14-Aug-23
              1UES202ICI10025F	1	Instrument Data Sheet Sheet for LDAR - UTOS_IFC	20	16-Aug-23	12-Sep-23
              1UES202ICI10030A	1	Instrument Data Sheet Sheet for On-Off Valve - Ball Type - UTOS_IFR	20	03-Jul-23	28-Jul-23
              1UES202ICI10030B	1	Instrument Data Sheet Sheet for On-Off Valve - Ball Type - UTOS_PCT Review	10	31-Jul-23	11-Aug-23
              1UES202ICI10030F	1	Instrument Data Sheet Sheet for On-Off Valve - Ball Type - UTOS_IFC	148	14-Aug-23	20-Mar-24
              1UES202ICI10035A	1	Instrument Data Sheet Sheet for MOV - Ball Type - UTOS_IFR	20	03-Jul-23	28-Jul-23
              1UES202ICI10035B	1	Instrument Data Sheet Sheet for MOV - Ball Type - UTOS_PCT Review	10	31-Jul-23	11-Aug-23
              1UES202ICI10035F	1	Instrument Data Sheet Sheet for MOV - Ball Type - UTOS_IFC	148	14-Aug-23	20-Mar-24
              1UES202ICI10040A	1	Instrument Data Sheet Sheet for On-Off Valve - Butterfly Type - UTOS_IFR	20	03-Jul-23	28-Jul-23
              1UES202ICI10040B	1	Instrument Data Sheet Sheet for On-Off Valve - Butterfly Type - UTOS_PCT Review	10	31-Jul-23	11-Aug-23
              1UES202ICI10040F	1	Instrument Data Sheet Sheet for On-Off Valve - Butterfly Type - UTOS_IFC	148	14-Aug-23	20-Mar-24
              1UES202ICI10045A	1	Instrument Data Sheet Sheet for MOV - Butterfly Type - UTOS_IFR	20	03-Jul-23	28-Jul-23
              1UES202ICI10045B	1	Instrument Data Sheet Sheet for MOV - Butterfly Type - UTOS_PCT Review	10	31-Jul-23	11-Aug-23
              1UES202ICI10045F	1	Instrument Data Sheet Sheet for MOV - Butterfly Type - UTOS_IFC	148	14-Aug-23	20-Mar-24
              1UES202ICI10050A	1	Instrument Data Sheet Sheet for Control Valve - Globe Type - UTOS_IFR	20	03-Jul-23	28-Jul-23
              1UES202ICI10050B	1	Instrument Data Sheet Sheet for Control Valve - Globe Type - UTOS_PCT Review	10	31-Jul-23	11-Aug-23
              1UES202ICI10050F	1	Instrument Data Sheet Sheet for Control Valve - Globe Type - UTOS_IFC	148	14-Aug-23	20-Mar-24
              1UES202ICI10055A	1	Instrument Data Sheet Sheet for Control Valve - Butterfly Type - UTOS_IFR	20	03-Jul-23	28-Jul-23
              1UES202ICI10055B	1	Instrument Data Sheet Sheet for Control Valve - Butterfly Type - UTOS_PCT Review	10	31-Jul-23	11-Aug-23
              1UES202ICI10055F	1	Instrument Data Sheet Sheet for Control Valve - Butterfly Type - UTOS_IFC	148	14-Aug-23	20-Mar-24
              1UES202ICI10060A	1	Instrument Data Sheet Sheet for Pressure Safety Valve - UTOS_IFR	20	23-Jun-23	20-Jul-23
              1UES202ICI10060B	1	Instrument Data Sheet Sheet for Pressure Safety Valve - UTOS_PCT Review	10	21-Jul-23	03-Aug-23
              1UES202ICI10060F	1	Instrument Data Sheet Sheet for Pressure Safety Valve - UTOS_IFC	116	04-Aug-23	23-Jan-24
              1UES202ICI10065A	1	Instrument Data Sheet Sheet for Magnetic Flowmeter - UTOS_IFR	21	03-Jul-23	31-Jul-23
              1UES202ICI10065B	1	Instrument Data Sheet Sheet for Magnetic Flowmeter - UTOS_PCT Review	10	01-Aug-23	14-Aug-23
              1UES202ICI10065F	1	Instrument Data Sheet Sheet for Magnetic Flowmeter - UTOS_IFC	116	16-Aug-23	01-Feb-24
              1UES202ICI10070A	1	Instrument Data Sheet Sheet for Coriolis Flowmeter - UTOS_IFR	21	03-Jul-23	31-Jul-23
              1UES202ICI10070B	1	Instrument Data Sheet Sheet for Coriolis Flowmeter - UTOS_PCT Review	10	01-Aug-23	14-Aug-23
              1UES202ICI10070F	1	Instrument Data Sheet Sheet for Coriolis Flowmeter - UTOS_IFC	116	16-Aug-23	01-Feb-24
              1UES202ICI10075A	1	Instrument Data Sheet Sheet for Ultrasonic Flowmeter - UTOS_IFR	21	03-Jul-23	31-Jul-23
              1UES202ICI10075B	1	Instrument Data Sheet Sheet for Ultrasonic Flowmeter - UTOS_PCT Review	10	01-Aug-23	14-Aug-23
              1UES202ICI10075F	1	Instrument Data Sheet Sheet for Ultrasonic Flowmeter - UTOS_IFC	20	16-Aug-23	12-Sep-23
              1UES202ICI10080A	1	Instrument Data Sheet Sheet for Radar / GWR type Level Transmitter - UTOS_IFR	21	03-Jul-23	31-Jul-23
              1UES202ICI10080B	1	Instrument Data Sheet Sheet for Radar / GWR type Level Transmitter - UTOS_PCT Review	10	01-Aug-23	14-Aug-23
              1UES202ICI10080F	1	Instrument Data Sheet Sheet for Radar / GWR type Level Transmitter - UTOS_IFC	20	16-Aug-23	12-Sep-23
              1UES202ICI10085A	1	Instrument Data Sheet Sheet for Displacement type Level Transmitter - UTOS_IFR	21	03-Jul-23	31-Jul-23
              1UES202ICI10085B	1	Instrument Data Sheet Sheet for Displacement type Level Transmitter - UTOS_PCT Review	10	01-Aug-23	14-Aug-23
              1UES202ICI10085F	1	Instrument Data Sheet Sheet for Displacement type Level Transmitter - UTOS_IFC	20	16-Aug-23	12-Sep-23
              1UES202ICI10090A	1	Instrument Data Sheet Sheet for Magnetic type Level Gauge - UTOS_IFR	21	03-Jul-23	31-Jul-23
              1UES202ICI10090B	1	Instrument Data Sheet Sheet for Magnetic type Level Gauge - UTOS_PCT Review	10	01-Aug-23	14-Aug-23
              1UES202ICI10090F	1	Instrument Data Sheet Sheet for Magnetic type Level Gauge - UTOS_IFC	20	16-Aug-23	12-Sep-23
              1UES202ICI10095A	1	Instrument Data Sheet Sheet for Glass type Level Gauge - UTOS_IFR	21	03-Jul-23	31-Jul-23
              1UES202ICI10095B	1	Instrument Data Sheet Sheet for Glass type Level Gauge - UTOS_PCT Review	10	01-Aug-23	14-Aug-23
              1UES202ICI10095F	1	Instrument Data Sheet Sheet for Glass type Level Gauge - UTOS_IFC	20	16-Aug-23	12-Sep-23
              1UES202ICI10100A	1	Instrument Data Sheet Sheet for Float type Level Gauge - UTOS_IFR	21	03-Jul-23	31-Jul-23
              1UES202ICI10100B	1	Instrument Data Sheet Sheet for Float type Level Gauge - UTOS_PCT Review	10	01-Aug-23	14-Aug-23
              1UES202ICI10100F	1	Instrument Data Sheet Sheet for Float type Level Gauge - UTOS_IFC	20	16-Aug-23	12-Sep-23
              1UES202ICI10105A	1	Instrument Data Sheet Sheet for Flow Element - Orifice - UTOS_IFR	21	03-Jul-23	31-Jul-23
              1UES202ICI10105B	1	Instrument Data Sheet Sheet for Flow Element - Orifice - UTOS_PCT Review	10	01-Aug-23	14-Aug-23
              1UES202ICI10105F	1	Instrument Data Sheet Sheet for Flow Element - Orifice - UTOS_IFC	20	16-Aug-23	12-Sep-23
              1UES202ICI10110A	1	Instrument Data Sheet Sheet for Flow Element - Pitot Tube (Unit 2135)_IFR	21	03-Jul-23	31-Jul-23
              1UES202ICI10110B	1	Instrument Data Sheet Sheet for Flow Element - Pitot Tube (Unit 2135)_PCT Review	10	01-Aug-23	14-Aug-23
              1UES202ICI10110F	1	Instrument Data Sheet Sheet for Flow Element - Pitot Tube (Unit 2135)_IFC	20	16-Aug-23	12-Sep-23
              1UES202ICI10115A	1	Instrument Data Sheet Sheet for Rotameter - UTOS_IFR	21	03-Jul-23	31-Jul-23
              1UES202ICI10115B	1	Instrument Data Sheet Sheet for Rotameter - UTOS_PCT Review	10	01-Aug-23	14-Aug-23
              1UES202ICI10115F	1	Instrument Data Sheet Sheet for Rotameter - UTOS_IFC	20	16-Aug-23	12-Sep-23
              1UES202ICI10120A	1	Instrument Data Sheet Sheet for Pressure / Diff. Pressure Transmitter - UTOS_IFR	21	03-Jul-23	31-Jul-23
              1UES202ICI10120B	1	Instrument Data Sheet Sheet for Pressure / Diff. Pressure Transmitter - UTOS_PCT Review	10	01-Aug-23	14-Aug-23
              1UES202ICI10120F	1	Instrument Data Sheet Sheet for Pressure / Diff. Pressure Transmitter - UTOS_IFC	20	16-Aug-23	12-Sep-23
              1UES202ICI10125A	1	Instrument Data Sheet Sheet for Temperature Transmitter - UTOS_IFR	21	03-Jul-23	31-Jul-23
              1UES202ICI10125B	1	Instrument Data Sheet Sheet for Temperature Transmitter - UTOS_PCT Review	10	01-Aug-23	14-Aug-23
              1UES202ICI10125F	1	Instrument Data Sheet Sheet for Temperature Transmitter - UTOS_IFC	20	16-Aug-23	12-Sep-23
              1UES202ICI10130A	1	Instrument Data Sheet Sheet for Pressure / Diff. Pressure Gauge - UTOS_IFR	21	03-Jul-23	31-Jul-23
              1UES202ICI10130B	1	Instrument Data Sheet Sheet for Pressure / Diff. Pressure Gauge - UTOS_PCT Review	10	01-Aug-23	14-Aug-23
              1UES202ICI10130F	1	Instrument Data Sheet Sheet for Pressure / Diff. Pressure Gauge - UTOS_IFC	20	16-Aug-23	12-Sep-23
              1UES202ICI10135A	1	Instrument Data Sheet Sheet for Temperature Gauge / Test Well - UTOS_IFR	21	03-Jul-23	31-Jul-23
              1UES202ICI10135B	1	Instrument Data Sheet Sheet for Temperature Gauge / Test Well - UTOS_PCT Review	10	01-Aug-23	14-Aug-23
              1UES202ICI10135F	1	Instrument Data Sheet Sheet for Temperature Gauge / Test Well - UTOS_IFC	20	16-Aug-23	12-Sep-23
            Layout of Instrument Main Cable Way (Duct)			156	17-Jul-23	04-Mar-24
              1UES202ICI50005A	1	Layout of Instrument Main Cable Way (Duct) - UTOS_IFR	40	17-Jul-23	11-Sep-23
              1UES202ICI50005B	1	Layout of Instrument Main Cable Way (Duct) - UTOS_PCT Review	10	12-Sep-23	25-Sep-23
              1UES202ICI50005F	1	Layout of Instrument Main Cable Way (Duct) - UTOS_IFC	30	18-Jan-24	04-Mar-24
            Control System Architecture Drawing			191	10-Mar-23	14-Dec-23
              1UES202ICI35010A	1	Control System Drawing for Building - UTOS _IFA	10	10-Mar-23	23-Mar-23
              1UES202ICI35010B	1	Control System Drawing for Building - UTOS _PCT Approval	10	24-Mar-23	06-Apr-23
              1UES202ICI35010F	1	Control System Drawing for Building - UTOS _IFC	80	21-Aug-23	14-Dec-23
