Section ID,Area(mm2),Weight,Ix(mm4),Sx(mm3),Zx(mm3),rx(mm),Iy(mm4),Sy(mm3),Zy(mm3),ry(mm),Cw(mm6),J(mm4),rts(mm),Slenderness of Flange,Slenderness of Web
W10X77,14482.600000000002,1.1183463720000002,187709602.45533335,1395610.4271771996,1583786.6700000002,113.84657691910277,64040247.00833334,494519.281917632,751487.5,66.4971804605763,975264697755.7916,2066228.861833334,75.25091288541,nonslender,nonslender
W10X68,12749.520000000002,0.9845179344000001,162027526.43840003,1227481.2608969698,1381433.424,112.7320705375184,55481905.7786,431765.8037245136,655238.682,65.96730894938915,828031012358.1254,1427344.787866667,74.30910968085942,nonslender,nonslender
W10X60,11293.28,0.8720670816,140165496.27506667,1082359.0445951095,1209322.958,111.40649515200052,48966318.12076667,381060.8414067445,577746.739,65.84740689490611,714804918576.1925,985813.1437,73.93253034081378,nonslender,nonslender
W10X54,10047.32,0.7758540504,124631254.54706667,969893.0314946823,1076339.614,111.37516645472158,42621995.22226667,335606.2615926509,508212.722,65.1316035655611,620710422834.736,709694.1018666666,72.8230365460174,nonslender,nonslender
W10X49,9162.784,0.70755018048,112091033.37685332,882606.562022467,974844.6176,110.60422374685012,38794843.61716054,305471.2095839412,462273.83744,65.06887204284799,557540743711.9814,536404.9066837333,72.59038133946066,nonslender,nonslender
W10X45,8411.184,0.64951162848,101880439.63552,792843.8882141634,885950.5776,110.05678916707896,22227829.5929372,217919.89796997258,331143.01044,51.40672803898414,323365406042.088,582817.5355132333,58.150548096142785,nonslender,nonslender
W10X39,7281.0,0.5622388199999999,85619895.75,679522.9821428572,754859.25,108.44058001649552,18831810.75,185535.08128078817,281760.75,50.856975055790514,267662424358.54688,373674.75,57.48013736017695,nonslender,nonslender
W10X33,6102.25,0.471215745,68918808.52083334,558047.032557355,617668.5625,106.27323045711982,15118587.249952083,149688.98267279292,227477.325625,49.77492419245738,210406696485.33334,210732.82350266667,56.5336844537669,nonslender,nonslender
W10X30,5684.42,0.43895091239999995,71007010.50166667,531887.719113608,599340.305,111.76544069757928,7032768.552120667,95037.4128664955,145874.3801,35.17386424913658,113288203530.66667,254231.49497066668,40.96545400197794,nonslender,nonslender
W10X26,4874.16,0.3763826352,59379474.90879999,453278.43441832054,507640.584,110.37438221204708,5935249.936799998,80751.69982040815,123619.644,34.895515257415326,93242487181.53601,161717.60959999997,40.51172041634574,nonslender,nonslender
W10X22,4137.272,0.31948014383999995,48763772.16561707,376554.22521712026,421791.00896,108.5654432258757,4745373.745526667,65005.11980173516,99653.41780000001,33.867112824424105,73992379287.8205,93223.54676933335,39.66893960120557,nonslender,slender
W10X19,3557.6499999999996,0.27472173299999997,38861650.47083333,300089.96502574004,344659.5875,104.51509281861568,1773779.6201770834,34779.99255249183,54429.269375,22.32894583987552,27414982170.0,89251.973625,27.107918463532652,nonslender,nonslender
W10X17,3174.9840000000004,0.24517226448,33475478.559123203,260509.5607713868,300526.19904000004,102.68159984413303,1486697.9996200001,29150.94116901961,45827.5926,21.639170459300605,22903687866.043224,58827.344169333344,26.614616341361458,nonslender,slender
W10X15,2802.6752,0.21642257894400002,28125554.36745131,221461.05801142764,257221.139264,100.17610931852457,1217302.6615364267,23868.67963796915,37734.443392,20.84072871926495,18526759930.18015,38360.53908352,26.04059038360113,nonslender,slender
W10X12,2237.5022,0.17277991988400002,21835506.91322453,173988.10289421937,202000.734687,98.7870243298883,917507.4859666317,18168.465068646172,28587.3819565,20.249908849643845,13809703059.003447,19422.82491409667,25.435408258862704,nonslender,slender
W8X67,12587.2,0.9719835840000001,112588039.16933332,983301.6521339155,1141325.3800000001,94.57613487565166,36627085.858333334,348829.3891269841,532130.35,53.94318893118369,385454293221.37506,2072314.990833333,61.81593306866055,nonslender,nonslender
W8X58,10961.2,0.846423864,94024852.83733335,847070.7462822824,973345.6400000001,92.61733496779836,31377131.03333333,300259.6271132376,457553.10000000003,53.502929823874794,317843818380.4877,1365518.2960000003,61.058609304860944,nonslender,nonslender
W8X48,9017.039999999999,0.6962958287999998,75925755.9648,703016.2589333333,795587.1119999998,91.76193525624157,25367290.640799996,246284.37515339802,373906.21199999994,53.04018672082334,249975908824.53598,793727.2655999997,59.84947919645455,nonslender,nonslender
W8X40,7481.8240000000005,0.5777464492800001,60459814.47445332,575807.7568995554,645329.8096,89.89378382229287,20400684.252752535,199031.06588051253,302170.19784,52.21780633615723,195417773476.29172,441150.5168784,58.88618827556989,nonslender,nonslender
W8X35,6563.696,0.50684860512,52015112.687786676,505001.0940561813,561430.2592000001,89.0206052420675,17835638.547271866,174859.20144384183,264980.34788,52.127884704045165,166710419822.01602,303474.98738006665,58.43414480143119,nonslender,nonslender
W8X31,5776.4400000000005,0.44605669680000004,44781298.57,441195.05980295566,488033.41000000003,88.04773902639691,15342340.343311999,151156.06249568472,229021.3964,51.536589237269034,141342254592.0,204416.88580266666,57.77308865807332,nonslender,nonslender
W8X28,5230.936000000001,0.40393287792000004,40204158.49821334,392235.692665496,437999.9476,87.66894593791329,9001852.293426134,108456.0517280257,164957.53816000003,41.48358089981715,83947791244.12799,206268.89517226667,47.077320222726485,nonslender,nonslender
W8X24,4489.331999999999,0.34666621703999995,33716937.85595999,335491.91896477604,371834.83979999996,86.66289660794092,7640234.1598124,92608.89890681698,140594.28126,41.25365882459755,69502032220.50002,132037.70153279998,46.605268170156386,nonslender,nonslender
W8X21,3937.5599999999995,0.3040583832,30911734.540799994,294397.4718171428,330154.344,88.6029323561077,4094422.3564249994,61110.781439179096,93486.8865,32.24651069073551,40822001367.768005,111854.03647499997,37.26530629218608,nonslender,nonslender
W8X18,3340.0816000000004,0.257921101152,25348004.96708502,244908.2605515461,274209.17089600005,87.11508270795458,3289007.291347414,49458.75626086337,75738.972336,31.38006794778024,32406613904.31773,65365.427500160025,36.5109308872341,nonslender,nonslender
W8X15,2813.8,0.217281636,19559184.333333332,189894.99352750808,217703.5,83.37363893661767,1418754.1625933333,27818.709070457517,43453.699,22.454684724711548,13867866144.0,50698.361968000005,27.17830950027822,nonslender,nonslender
W8X13,2431.7536,0.187780012992,16107955.09799381,158699.06500486512,182620.05353600002,81.38800843338959,1149258.9350690134,22534.48892292183,35329.317056,21.739480450470523,11065671931.688066,31550.05181269333,26.657028468625164,nonslender,nonslender
W8X10,1860.9856,0.143705308032,12339447.261341656,123394.47261341655,140301.412512,81.42848351096262,869607.0197384533,17392.140394769067,26934.504448,21.616730696487583,8236824198.375,14662.809143573335,26.189237572952937,nonslender,slender
W6X25,4701.244,0.36303006167999996,22056054.090613335,272296.9640816461,307831.56680000003,68.49478597984208,7067259.2875186335,91782.58814959264,139846.36242999998,38.77208146221201,39930484753.74934,187192.02822293332,44.168993439428874,nonslender,nonslender
W6X20,3750.456,0.28961021232,16956962.629220806,216012.26279262174,241159.36943999998,67.24066411186959,5536853.68968,72377.17241411764,110008.5444,38.422842130282866,30191186472.47137,95410.25562599998,43.5057443862531,nonslender,nonslender
W6X15,2816.992,0.21752812224,11913056.716373334,156750.7462680702,173992.8224,65.03075526011152,3865292.6105429325,50859.113296617536,77426.66432,37.04233724927757,20417016074.752,38786.358920533334,42.333955917754714,nonslender,nonslender
W6X16,3021.2400000000002,0.23330015280000002,13280475.677200004,166005.94596500005,189338.214,66.30010289535213,1825080.1452000001,35785.885200000004,55098.666000000005,24.578102851327348,10206341580.158998,88651.48640000001,28.67320158344959,nonslender,nonslender
W6X12,2260.9152,0.174587871744,9024667.505288642,117969.50987305414,133921.782864,63.179104846555205,1259834.95858176,24702.646246701177,38169.513792,23.605580820600817,6691291083.168326,34126.89242352,27.897867482008376,nonslender,nonslender
W6X9,1692.8256000000001,0.130719992832,6674670.5577523215,88995.60743669762,99809.546112,62.79264953375237,910934.40397312,18218.6880794624,27948.891648,23.19730022765536,4752887138.999999,14735.76954624,27.191105554482814,nonslender,nonslender
W6X8.5,1586.592,0.12251663424,6014852.987759998,81281.79713189187,91407.0888,61.57152048012853,825927.8198784,16518.556397567998,25394.31936,22.81594269152088,4220556140.625,11930.130100800001,26.951397874931068,nonslender,nonslender
W5X19,3539.512,0.27332111664000003,10834224.237973336,165408.0036331807,188014.2776,55.32573796323906,3812763.875922933,59574.43556129583,90577.52708,32.82073182881046,13738242561.365332,123433.05653520003,37.19756510383813,nonslender,nonslender
W5X16,2984.752,0.23048254944,8731593.741739733,137505.41325574383,154835.08936,54.08696775308758,3122426.5511933337,49172.071672335966,74720.89779999999,32.34387051581053,10836249362.463308,73564.72481200001,36.574879806196236,nonslender,nonslender
W4X13,2433.6528,0.187926669216,4687762.56984576,88448.3503744483,101653.239936,43.88877850716683,1598031.5835112398,31029.739485655144,47585.632452,25.624970237525226,3771329158.416248,57809.37745548,29.626140671826015,nonslender,nonslender
